0.28684,0.81819
0.11429,0.82867
0.49796,0.62923
0.8943,0.45076
0.88502,0.036278
0.16128,0.79981
0.2458,0.39385
0.040137,0.52616
0.018382,0.30538
0.16099,0.9749
0.48382,0.61919
0.29639,0.26609
0.05725,0.87986
0.72412,0.78804
0.16877,0.63756
0.025937,0.63279
0.28977,0.54806
0.40069,0.71066
0.3509,0.21262
0.21211,0.28885
0.095214,0.62353
0.53505,0.51737
0.013714,0.64837
0.73042,0.70517
0.84939,0.68182
0.88244,0.25326
0.74507,0.41835
0.95082,0.77178
0.87218,0.89437
0.10571,0.33176
0.93874,0.86357
0.45179,0.32797
0.24735,0.36716
0.40778,0.90413
0.74908,0.33493
0.55502,0.61661
0.90431,0.92051
0.031307,0.93189
0.38637,0.79906
0.059119,0.53882
0.40341,0.11514
0.33106,0.39204
0.065979,0.46499
0.81901,0.69873
0.30561,0.15588
0.18089,0.32813
0.39754,0.089246
0.91524,0.87819
0.0067521,0.44904
0.41967,0.20808
0.68726,0.64949
0.11364,0.43242
0.97321,0.54603
0.0023086,0.41464
0.76538,0.62162
0.47605,0.95546
0.92369,0.43161
0.72037,0.98405
0.98337,0.13706
0.23833,0.83507
0.61556,0.57774
0.98702,0.035085
0.89866,0.29751
0.41394,0.70397
0.50031,0.050755
0.45676,0.51563
0.44376,0.54119
0.18857,0.082735
0.50334,0.85004
0.24102,0.37581
0.75211,0.64579
0.052961,0.58617
0.35979,0.029548
0.84395,0.001433
0.3922,0.63393
0.1174,0.53306
0.9756,0.98675
0.098594,0.50977
0.4916,0.34046
0.18858,0.66795
0.83204,0.12781
0.80625,0.78171
0.24592,0.98454
0.27652,0.63224
0.44745,0.62868
0.67144,0.092867
0.10419,0.63692
0.14244,0.90355
0.77311,0.58491
0.76286,0.33874
0.56163,0.94908
0.1106,0.95979
0.6884,0.40937
0.72084,0.78135
0.22827,0.05297
0.33489,0.8161
0.19256,0.72356
0.09049,0.63078
0.39996,0.62306
0.23278,0.90414
0.45285,0.050096
0.40275,0.19773
0.50295,0.91029
0.57392,0.089254
0.82034,0.6423
0.31102,0.81718
0.29225,0.48944
0.59126,0.45678
0.78716,0.2974
0.70492,0.62237
0.013901,0.44101
0.6147,0.89432
0.38545,0.050929
0.66627,0.15344
0.034197,0.89188
0.085454,0.79651
0.30104,0.9997
0.96806,0.53577
0.86972,0.053269
0.24324,0.6944
0.62893,0.70396
0.50187,0.49832
0.24897,0.9391
0.13397,0.52723
0.70712,0.65467
0.64685,0.16702
0.77421,0.78096
0.45978,0.38971
0.80863,0.26173
0.99035,0.92778
0.91371,0.39053
0.98549,0.55641
0.20863,0.60349
0.58016,0.91265
0.11054,0.49957
0.87318,0.032388
0.26494,0.78822
0.77963,0.88093
0.081778,0.23172
0.46281,0.51133
0.48553,0.25626
0.2004,0.95215
0.40533,0.22847
0.050761,0.55875
0.82318,0.57859
0.66887,0.99
0.43007,0.96677
0.84119,0.17541
0.83018,0.37972
0.52061,0.85695
0.32196,0.3637
0.83364,0.68346
0.070311,0.37284
0.9083,0.24502
0.94362,0.86664
0.26543,0.028168
0.54225,0.053409
0.067321,0.96846
0.96327,0.1453
0.22098,0.24017
0.51577,0.50982
0.41958,0.9621
0.2389,0.66775
0.97474,0.055396
0.29325,0.28433
0.67024,0.28521
0.039792,0.3731
0.1108,0.28642
0.95149,0.86547
0.9785,0.6791
0.18071,0.22194
0.52962,0.35974
0.36708,0.65692
0.84856,0.45594
0.11883,0.44079
0.41847,0.84537
0.15228,0.90097
0.69033,0.94351
0.87567,0.35188
0.5897,0.50228
0.55043,0.3039
0.62686,0.0074723
0.091542,0.8597
0.15759,0.66256
0.84023,0.70216
0.17516,0.84967
0.18333,0.62083
0.30889,0.73896
0.13659,0.75962
0.31749,0.095682
0.84264,0.23301
0.98859,0.21851
0.43502,0.34515
0.1878,0.45227
0.97957,0.084253
0.13619,0.26231
0.41766,0.043886
0.85312,0.30526
0.83206,0.696
0.69599,0.79601
0.64862,0.032253
0.46452,0.30678
0.20373,0.87897
0.47536,0.35486
0.65951,0.8403
0.029985,0.056838
0.94559,0.80188
0.097616,0.75503
0.019598,0.20136
0.81013,0.33702
0.8642,0.83046
0.0013323,0.71246
0.14301,0.114
0.72725,0.27715
0.35831,0.30808
0.65175,0.52107
0.52165,0.45698
0.51869,0.35353
0.30307,0.30348
0.92321,0.68513
0.53874,0.65258
0.9015,0.6713
0.82846,0.26433
0.5407,0.10466
0.63452,0.40345
0.27602,0.53678
0.62712,0.1143
0.54368,0.69728
0.93155,0.83495
0.57528,0.75771
0.80674,0.69092
0.0082782,0.68708
0.5662,0.45483
0.577,0.039267
0.79622,0.21143
0.96642,0.4531
0.56481,0.47223
0.86666,0.71385
0.76535,0.24306
0.80194,0.39689
0.40244,0.019358
0.30785,0.9091
0.21827,0.2425
0.70844,0.15626
0.2568,0.44041
0.26914,0.41338
0.099439,0.52963
0.036647,0.01833
0.2768,0.45829
0.13681,0.75971
0.91676,0.29149
0.2481,0.059312
0.46853,0.77273
0.76257,0.79911
0.23478,0.85228
0.48098,0.77624
0.7423,0.12914
0.83079,0.73619
0.48406,0.93714
0.93437,0.19146
0.27517,0.17136
0.47887,0.94089
0.29474,0.10477
0.87198,0.98962
0.77731,0.26442
0.59252,0.76602
0.5265,0.1318
0.37657,0.41084
0.51211,0.38879
0.25797,0.4181
0.15308,0.74417
0.25406,0.93534
0.99014,0.80364
0.84493,0.69992
0.26784,0.18362
0.02012,0.71307
0.060465,0.68252
0.3836,0.91928
0.17154,0.031008
0.25037,0.51738
0.61315,0.028094
0.26411,0.85327
0.8732,0.20758
0.31761,0.18352
0.16632,0.61827
