2.951434,8.003018,1.767966,1.000000
2.014314,7.454332,7.670046,1.000000
3.171664,5.922145,0.090316,1.000000
2.124261,6.717837,0.265793,1.000000
7.083039,4.309958,0.416772,1.000000
8.402750,7.710097,3.170924,1.000000
3.534094,0.486822,7.528887,2.000000
2.514142,8.987410,5.310709,1.000000
0.990511,5.375913,5.332989,2.000000
3.272585,2.645769,1.578983,2.000000
5.158659,7.340566,1.490937,1.000000
5.199162,9.161352,9.919573,1.000000
2.271039,1.104005,1.074200,2.000000
7.632735,2.300545,7.202689,1.000000
4.220118,3.610159,6.521205,2.000000
3.473768,8.241810,3.716009,1.000000
0.480374,0.049158,1.613746,2.000000
9.710404,4.667370,7.859193,1.000000
6.825232,4.177386,9.641576,1.000000
0.153492,7.633567,4.807954,2.000000
4.925858,8.823986,3.713510,1.000000
3.254797,6.804087,5.252712,1.000000
6.925737,6.235046,7.407307,1.000000
4.653015,2.065130,5.631812,2.000000
5.993282,2.728751,3.679440,1.000000
9.964403,1.189414,7.574592,2.000000
5.436839,6.899468,7.741639,1.000000
3.182228,2.590754,2.551598,2.000000
3.273721,5.320632,1.178070,1.000000
9.665770,6.560285,6.376098,1.000000
0.393982,1.262077,1.848117,2.000000
1.599046,2.185626,5.392090,2.000000
5.970948,5.147838,8.411412,2.000000
7.025535,4.527576,7.128400,1.000000
7.651322,8.489528,4.779760,1.000000
6.157623,8.268685,4.694898,1.000000
7.605680,2.725022,8.550516,2.000000
4.488880,4.298021,8.493774,1.000000
2.313530,2.190394,7.818776,2.000000
4.676258,2.683362,9.273583,2.000000
5.692488,1.120616,9.462713,2.000000
1.064960,7.448742,5.672622,1.000000
0.943782,1.463178,2.143130,2.000000
0.212723,8.213772,4.164738,1.000000
8.531909,4.101515,8.512179,1.000000
5.752258,7.114217,2.809939,1.000000
2.575142,0.755592,3.736883,2.000000
0.592439,8.605868,7.604534,1.000000
7.137796,5.499091,4.535790,1.000000
9.873654,3.705507,2.447684,1.000000
5.239059,9.625432,5.772190,1.000000
1.667384,0.357593,9.548211,2.000000
3.631760,1.805623,3.341462,2.000000
0.354317,3.250610,0.751961,2.000000
