0.8113,0.66844
0.85458,0.61422
0.99514,0.87331
0.042858,0.012997
0.21075,0.30128
0.087404,0.060749
0.41407,0.63364
0.84861,0.89944
0.98656,0.25754
0.13662,0.28133
0.78441,0.85922
0.71743,0.37865
0.36071,0.99924
0.24246,0.15232
0.41469,0.19347
0.98418,0.92482
0.67813,0.11494
0.0069292,0.98807
0.099528,0.69278
0.96527,0.72892
0.032536,0.12798
0.71718,0.78476
0.16664,0.56938
0.5144,0.7818
0.62149,0.85332
0.72626,0.62732
0.95304,0.32407
0.188,0.39624
0.14405,0.081032
0.72386,0.70593
0.75669,0.46702
0.72503,0.56923
0.21398,0.34829
0.090732,0.42302
0.844,0.78496
0.40895,0.60204
0.29929,0.77072
0.83242,0.37821
0.23947,0.88216
0.19564,0.7351
0.89063,0.5252
0.86565,0.72816
0.99942,0.39775
0.4849,0.56665
0.60254,0.25888
0.29409,0.5494
0.71676,0.44791
0.10729,0.39261
0.83693,0.11055
0.65331,0.20703
0.22168,0.76017
0.98377,0.58778
0.47014,0.94685
0.098588,0.1321
0.61903,0.78351
0.61149,0.1068
0.52573,0.42079
0.77447,0.60628
0.97496,0.9872
0.71791,0.30403
0.75614,0.20909
0.12583,0.011206
0.43474,0.040619
0.72772,0.62435
0.0052049,0.6189
0.08761,0.4577
0.067614,0.98405
0.015217,0.80935
0.21992,0.43171
0.29749,0.89832
0.97142,0.53121
0.98727,0.10204
0.93202,0.98009
0.93597,0.37434
0.0019478,0.12952
0.53697,0.025966
0.99196,0.38423
0.45843,0.37671
0.90061,0.88613
0.027581,0.40004
0.049485,0.33266
0.057256,0.90666
0.65153,0.40863
0.52331,0.87943
0.73985,0.48449
0.83891,0.53575
0.64664,0.23232
0.95232,0.44724
0.84267,0.94326
0.31129,0.96116
0.18581,0.26252
0.992,0.92436
0.7554,0.18336
0.29364,0.11405
0.77312,0.83001
0.30206,0.7043
0.69539,0.54133
0.72637,0.29287
0.50657,0.17562
0.012373,0.45274
0.69744,0.43459
0.64194,0.76769
0.40836,0.8936
0.27152,0.33707
0.84263,0.14675
0.068164,0.10597
0.49187,0.062736
0.15307,0.6119
0.15554,0.10944
0.11274,0.40999
0.34188,0.099043
0.031201,0.38887
0.90952,0.9383
0.54833,0.58926
0.081889,0.017389
0.77367,0.7857
0.098954,0.11864
0.96353,0.13153
0.60281,0.041006
0.77429,0.30826
0.057199,0.61488
0.30884,0.3511
0.54537,0.050468
0.42051,0.77556
0.42521,0.36713
0.40193,0.26932
0.80081,0.16526
0.48075,0.37302
0.49582,0.60152
0.17745,0.44553
0.73306,0.74346
0.19035,0.056982
0.48825,0.78348
