0.58399,0.32145
0.9353,0.42766
0.017694,0.31572
0.46304,0.75068
0.0019157,0.42073
0.23874,0.41834
0.093701,0.74274
0.34777,0.70406
0.0063398,0.97952
0.30922,0.53507
0.42126,0.037302
0.73301,0.18551
0.66339,0.0023438
0.15577,0.52582
0.80238,0.95192
0.046368,0.38109
0.72331,0.77015
0.31946,0.2753
0.85627,0.081024
0.96984,0.31657
0.034437,0.91817
0.65637,0.1792
0.14452,0.51182
0.044492,0.43128
0.62833,0.98032
0.77954,0.30143
0.07855,0.1558
0.086571,0.21538
0.8522,0.47213
0.073381,0.70317
0.44011,0.54405
0.93513,0.06061
0.93637,0.061799
0.31525,0.91547
0.094818,0.46679
0.56409,0.45893
0.042253,0.76442
0.82552,0.68863
0.97536,0.17691
0.087383,0.573
0.72381,0.73452
0.48883,0.85954
0.90213,0.6894
0.22905,0.68361
0.22136,0.24116
0.37295,0.3471
0.96003,0.10722
0.87889,0.82352
0.62806,0.95362
0.76099,0.87016
0.31154,0.66771
0.55959,0.5714
0.21042,0.049851
0.90499,0.12342
0.75914,0.93021
0.3017,0.047433
0.27683,0.29084
0.65831,0.24471
0.10264,0.79452
0.58657,0.011278
0.3615,0.41585
0.67459,0.98458
0.99121,0.27882
0.44257,0.27973
0.92541,0.20363
0.27632,0.72172
0.1219,0.04026
0.5119,0.87122
0.75861,0.26025
0.66284,0.29347
0.46235,0.55305
0.85926,0.014043
0.82194,0.8199
0.2535,0.23497
0.83284,0.32144
0.5553,0.22634
0.47509,0.27144
0.22192,0.03871
0.24832,0.45528
0.78669,0.28866
0.17549,0.30573
0.59027,0.30665
0.98073,0.25257
0.59472,0.72534
0.72068,0.73823
0.50486,0.69628
0.4582,0.67285
0.78699,0.5227
0.31892,0.045417
0.83089,0.27867
0.88916,0.82019
0.97026,0.41784
0.29903,0.35999
0.80015,0.8259
0.20113,0.93746
0.48542,0.88372
0.36108,0.60951
0.51653,0.42202
0.27536,0.50507
0.68145,0.69005
0.93367,0.1372
0.55451,0.29002
0.93927,0.32205
0.7664,0.13738
0.27998,0.71886
0.75774,0.11942
0.39885,0.99295
0.25829,0.77086
0.18139,0.97429
0.059562,0.82927
0.018637,0.14654
0.051234,0.93718
0.58671,0.19325
0.82001,0.38219
0.17498,0.3383
0.96131,0.28111
0.6484,0.60915
0.67465,0.24263
0.052412,0.61564
0.0018012,0.50621
