0.450181,9.82558,6.472601,0.0
8.561839,8.837475,7.26453,0.0
0.857043,4.403775,6.403013,1.0
9.66327,7.215359,8.056217,0.0
2.990916,6.165098,6.202341,0.0
4.786955,8.131244,8.316722,0.0
3.235854,2.590258,3.701983,1.0
5.976968,5.458076,5.914674,0.0
3.736648,5.930296,2.420146,0.0
4.419721,5.515867,2.3441,0.0
9.196952,1.179924,4.107752,0.0
0.167764,8.367621,4.926287,0.0
4.173008,7.118511,3.987074,1.0
0.711505,5.676065,1.608452,1.0
1.987863,2.987908,4.563831,1.0
4.891924,6.165181,2.051853,0.0
1.767825,6.090401,9.450828,1.0
0.044762,0.092842,8.716442,1.0
5.286563,4.350698,1.688546,0.0
3.006647,8.258184,0.845914,0.0
8.377847,0.524305,4.894651,0.0
5.620467,0.962882,5.319644,1.0
4.013839,1.527621,5.37947,1.0
9.087365,0.703484,2.270131,0.0
2.350498,1.103628,0.532331,1.0
2.682568,4.923246,9.025376,1.0
0.254929,2.893031,0.407308,1.0
5.573848,1.431313,2.617978,0.0
9.792191,8.232693,4.293103,0.0
4.209018,4.720896,4.613526,0.0
2.186871,6.274429,3.526037,0.0
1.277554,7.366717,2.450821,0.0
6.687183,0.249632,2.70381,1.0
7.473928,7.690723,6.335751,0.0
7.90047,6.945185,9.473918,0.0
6.056857,9.913743,7.079766,0.0
9.825791,2.05269,7.362787,0.0
1.040491,8.199511,6.715123,0.0
5.80223,8.032683,2.941884,0.0
0.235337,3.466665,7.668287,1.0
4.814358,0.650036,7.26457,1.0
5.342809,1.598088,6.205035,1.0
4.223971,9.568939,6.809241,0.0
5.410575,4.772248,5.184169,0.0
0.772916,6.750052,0.565699,1.0
2.11076,4.335212,2.367012,1.0
4.952594,5.899525,5.592156,0.0
5.687482,8.567518,7.873262,0.0
2.65323,9.884544,7.947347,0.0
4.182594,3.194169,9.083764,1.0
9.349514,5.720427,5.916725,0.0
5.075521,7.284587,2.785802,0.0
9.716008,3.03736,6.676625,0.0
8.307914,3.873133,7.86134,0.0
3.248204,7.966694,3.874212,0.0
6.648098,9.626086,7.987089,0.0
2.97948,7.404974,8.84262,0.0
3.986284,0.062292,0.126941,1.0
9.151598,9.056045,3.462419,0.0
1.683805,7.065481,5.713561,0.0
9.296487,4.127187,5.153179,0.0
8.292973,5.615328,3.409568,0.0
6.882372,6.438997,8.434857,0.0
8.283315,4.353906,6.492567,1.0
5.265591,0.189449,6.636911,1.0
3.155047,5.977489,1.97486,0.0
8.202221,9.694214,3.540247,0.0
8.881365,3.283982,1.427018,0.0
7.192047,1.42028,6.121202,0.0
3.733255,3.518799,6.548436,1.0
2.673006,3.169814,9.38703,1.0
9.915362,9.242466,7.687776,0.0
3.084908,4.471453,5.882251,1.0
6.561567,4.955538,5.735172,0.0
9.809127,7.605334,4.147902,0.0
2.430839,0.454399,5.305167,1.0
9.63457,3.14384,9.946937,0.0
5.216621,3.496118,9.556706,0.0
1.530359,6.749022,7.018132,0.0
5.828019,0.236921,3.499726,1.0
6.54584,1.838199,3.381825,1.0
0.933183,7.801937,4.691487,0.0
7.556701,4.459855,7.870277,0.0
0.351723,9.881968,9.127619,0.0
2.793208,3.748895,1.961283,1.0
9.6632,3.841081,2.050373,0.0
0.96724,2.300426,3.654512,1.0
0.574474,8.383034,9.555684,0.0
4.493375,8.756939,1.13528,0.0
8.163755,7.359859,3.973381,0.0
8.583313,1.165773,0.625091,0.0
2.139408,4.001279,8.424204,1.0
6.43625,1.601411,7.413174,0.0
9.443475,8.935022,2.455365,0.0
7.2829,8.254547,5.240224,0.0
0.532818,8.851247,5.224907,0.0
1.387312,6.578574,0.824699,1.0
3.107898,9.321724,2.553216,1.0
3.519321,0.801726,6.118429,1.0
9.83422,3.119983,1.286056,0.0
2.137461,2.829784,3.63296,1.0
4.891921,3.077099,8.248599,1.0
4.661037,3.750836,8.414507,0.0
5.126319,0.341749,7.696086,1.0
1.103371,6.64379,1.255158,1.0
7.889915,1.564948,8.028496,0.0
5.021869,7.573271,0.795446,0.0
8.919826,8.678491,2.635304,0.0
8.877983,6.997033,2.179511,0.0
4.049711,3.088123,7.284785,1.0
0.176064,6.226638,2.41099,1.0
5.247651,3.978889,6.009615,0.0
1.008213,7.324723,7.470256,0.0
1.267557,2.23963,5.074437,1.0
3.070155,4.159388,1.909143,1.0
9.161571,8.758348,5.62891,0.0
8.614073,8.307481,9.204197,0.0
2.806839,5.568503,9.525464,0.0
3.180194,1.318206,5.979687,1.0
9.2249,7.369862,4.721031,0.0
3.635729,5.181673,3.071921,0.0
3.35136,1.325061,2.501576,1.0
8.646397,2.117541,8.593704,0.0
1.92967,6.011223,7.545646,1.0
8.261279,5.876024,1.569999,0.0
7.009462,2.674505,3.992604,0.0
1.046331,5.743621,6.238964,1.0
2.464104,2.49621,7.718419,1.0
7.183353,1.970781,7.483219,0.0
4.165463,5.222155,4.338186,0.0
1.079517,4.743221,2.030238,1.0
7.795185,6.111023,6.267477,0.0
1.472455,8.572854,5.945901,0.0
8.049233,6.077053,1.044059,0.0
8.653832,5.05581,7.170432,0.0
7.455616,9.545792,1.08282,0.0
1.227629,0.201413,7.762724,1.0
6.361396,8.821827,4.44956,0.0
5.976652,3.621689,6.852259,0.0
1.841075,9.682694,7.641164,0.0
8.109421,9.04131,8.249983,0.0
7.801581,9.558823,7.597878,0.0
4.46215,1.553307,4.511876,1.0
5.83459,7.481805,8.758879,0.0
3.657291,7.155746,9.175761,0.0
8.072548,5.906861,1.05138,0.0
9.612596,6.011587,7.154302,0.0
3.457945,8.133395,2.735138,0.0
1.240332,6.067804,5.032775,1.0
6.81872,9.73813,0.456607,0.0
3.901536,2.103429,2.579297,1.0
0.821643,6.535406,8.357569,1.0
1.536884,3.230698,0.544389,1.0
3.525725,0.447804,9.8108,1.0
3.934771,4.956652,0.952472,0.0
1.449114,5.846847,0.298456,1.0
5.397146,7.643315,1.492908,0.0
7.89214,8.963922,2.725946,0.0
7.240133,8.136251,5.33212,0.0
6.302594,9.816642,6.422208,0.0
2.942163,1.629517,5.627717,1.0
8.132633,9.446909,6.033099,0.0
6.135512,1.349138,7.606311,1.0
5.674825,3.911335,5.767576,0.0
9.079035,9.295741,7.703685,0.0
2.613463,5.969793,8.393829,0.0
8.24644,7.578693,9.000117,0.0
0.736946,5.359269,3.097549,1.0
2.776817,2.31433,2.719184,1.0
0.036235,0.746277,8.911086,1.0
2.875227,4.525166,1.280751,1.0
2.128072,2.021592,9.551375,0.0
7.166786,0.802727,5.220159,1.0
4.226974,1.839016,5.945642,1.0
9.679039,5.177521,8.161042,1.0
5.944134,1.717633,5.627979,1.0
9.808205,9.675805,1.884222,0.0
5.439053,0.824242,6.580767,1.0
5.348834,3.36613,5.626825,0.0
1.869664,5.176874,5.936337,1.0
6.048167,8.500274,6.578938,0.0
9.092197,7.631601,0.018832,0.0
3.724768,8.336804,1.460339,0.0
3.54829,7.527549,3.017562,0.0
0.714725,1.189709,3.307659,1.0
6.196789,1.698113,2.403045,1.0
5.249035,4.21174,4.481879,0.0
3.426277,0.038369,3.84512,1.0
9.246987,9.389176,5.047207,0.0
8.843568,1.931918,7.137636,0.0
8.321479,6.222203,1.180529,0.0
7.910295,1.070856,5.131992,0.0
6.190513,1.761313,8.428008,1.0
8.537303,4.5053,1.795457,0.0
